relative_depth,dev,relative_breadth,breadth,depth
4.202742887501633,oyevstafyev,7.233333333333333,20,186
0.00980392156862745,jkevan,0.2,1,1
0.01639344262295082,Thomas Draier,0.2,1,2
49.117166541052505,Sergiy Shyrkov,43.4,61,1239
2.7667454388155734,David Griffon,4.566666666666666,14,123
6.845481101772036,bpapez,7.066666666666667,20,565
0.041666666666666664,Oleksandr Ievstafiev,0.3333333333333333,1,2
