relative_depth,dev,relative_breadth,breadth,depth
4.225056184405093,oyevstafyev,7.233333333333333,20,186
0.00980392156862745,jkevan,0.2,1,1
0.018518518518518517,Thomas Draier,0.2,1,2
49.17985627997176,Sergiy Shyrkov,43.4,61,1239
2.668991947619459,David Griffon,4.566666666666666,14,109
6.856106481249874,bpapez,7.066666666666667,20,565
0.041666666666666664,Oleksandr Ievstafiev,0.3333333333333333,1,2
