relative_depth,dev,relative_breadth,breadth,depth
2.618910527386761,oyevstafyev,5.816666666666667,16,129
0.010869565217391304,jkevan,0.2,1,1
0.025,Thomas Draier,0.2,1,2
50.74220325009054,Sergiy Shyrkov,44.81666666666667,61,1209
2.594522306373065,David Griffon,4.65,14,97
7.008494350932251,bpapez,7.316666666666666,20,565
