relative_depth,dev,relative_breadth,breadth,depth
4.313981691251184,oyevstafyev,7.3999999999999995,20,186
0.01,jkevan,0.2,1,1
0.024390243902439025,Thomas Draier,0.2,1,2
49.159480866833256,Sergiy Shyrkov,43.56666666666667,61,1209
2.5733735282715733,David Griffon,4.566666666666666,14,97
6.918773669741543,bpapez,7.066666666666667,20,565
