exp_dist,desenvolvedor,lib_exp
0.9384615384615385,oyevstafyev,0.06153846153846154
0.9969230769230769,jkevan,0.003076923076923077
0.9969230769230769,Thomas Draier,0.003076923076923077
0.8123076923076923,Sergiy Shyrkov,0.18769230769230769
0.9569230769230769,David Griffon,0.043076923076923075
0.9384615384615385,bpapez,0.06153846153846154
0.9969230769230769,Oleksandr Ievstafiev,0.003076923076923077
