breadth,depth,dev,relative_breadth,relative_depth
61,1663,Sergiy Shyrkov,35.89523809523809,45.47844975013261
31,765,bpapez,9.72857142857143,10.029958705568133
22,160,Thomas Draier,5.445238095238095,2.4897331614104994
24,312,oyevstafyev,6.395238095238096,4.113731862852379
2,5,Florent BOURASSE,0.2857142857142857,0.017815545983368687
10,65,David Griffon,1.6285714285714286,0.561739021341773
1,2,Oleksandr Ievstafiev,0.3333333333333333,0.02857142857142857
20,94,jkevan,3.9785714285714286,1.2523975868201263
2,3,Serge Huber,0.30952380952380953,0.027602937319695778
